feedback_id,date,customer_id,feedback,rating,product,channel
277,2024-12-17,CUST4824,Overall experience was satisfactory. Could be improved.,4,Smart Watch,Phone
278,2024-12-25,CUST9998,Very flimsy construction. Would not recommend.,2,Router,In-Store
279,2024-10-27,CUST2871,The app logged me out and deleted my cart.,2,Phone Charger,Phone
280,2024-11-16,CUST8242,The app is functional but needs some improvements.,3,Smart Watch,WhatsApp
281,2024-02-16,CUST9691,My order was marked as delivered but I never received it.,1,Screen Protector,Phone
282,2024-02-26,CUST3504,Fantastic experience from ordering to delivery. Thank you!,4,Laptop Bag,Email
283,2024-08-20,CUST9282,Received a wrong item in my order. Very inconvenient. Overall 96% satisfied.,2,USB Hub,In-Store
284,2024-10-03,CUST6994,Product works but battery life could be better. Would not buy again.,4,Power Bank,WhatsApp
285,2024-08-08,CUST3088,The app worked flawlessly. Easy to browse and order. Would recommend.,4,HDMI Cable,WhatsApp
286,2024-02-02,CUST8802,Package still hasn't arrived after 10 days. Very disappointed.,2,Phone Charger,Email
287,2024-03-08,CUST2476,Packaging was simple but item was protected. Overall 94% satisfied.,4,Desk Lamp,In-Store
288,2024-02-24,CUST2578,The finish is poor and shows scratches easily. Would try again.,1,Keyboard,Mobile App
289,2024-02-06,CUST7505,My shipment got stuck in transit for 5 days. No support provided. Overall 91% satisfied.,1,Laptop Bag,Website
290,2024-08-13,CUST8479,The verification process is too complicated. Would not buy again.,1,Laptop Bag,Mobile App
291,2024-01-28,CUST2600,My refund was rejected without any valid reason. Overall 30% satisfied.,2,Keyboard,Website
292,2024-10-05,CUST1602,Cannot access my order history on the app.,2,Router,Email
293,2024-11-16,CUST4919,"Excellent product, works exactly as described.",5,Mechanical Keyboard,Website
294,2024-08-03,CUST5133,Customer support was extremely helpful and responsive. Overall 68% satisfied.,4,Monitor,Website
295,2024-11-06,CUST9379,Very good experience overall. Will order again soon.,4,Screen Protector,Email
296,2024-12-15,CUST5088,Five stars for product quality and delivery speed. Would not buy again.,4,Phone Charger,Email
297,2024-06-19,CUST9903,Packaging was simple but item was protected. Overall 81% satisfied.,4,Mechanical Keyboard,WhatsApp
298,2024-06-06,CUST9148,Billing amount was higher than the price shown at checkout.,1,Laptop Stand,Phone
299,2024-12-31,CUST8292,The chat support kept disconnecting without resolving my issue. Would not buy again.,1,Desk Lamp,In-Store
300,2024-01-07,CUST7882,My order arrived earlier than expected. Great service! Overall 28% satisfied.,5,USB Hub,Phone
301,2024-04-17,CUST6744,My account was locked without any explanation. Would recommend.,2,Power Bank,Email
302,2024-03-11,CUST3538,Received a wrong item in my order. Very inconvenient. Would recommend.,1,HDMI Cable,Website
303,2024-03-22,CUST6364,My card was charged for a product I never ordered. Would try again.,2,Smart Watch,Mobile App
304,2024-05-17,CUST6289,Password reset link is not working.,2,Desk Lamp,Email
305,2024-01-15,CUST4232,Cannot complete checkout on the app. It shows an error.,2,Laptop Bag,Phone
306,2024-10-06,CUST9000,Very flimsy construction. Would not recommend. Would recommend.,1,Router,In-Store
307,2024-02-27,CUST1527,The material feels cheap and is already peeling. Would not buy again.,2,Bluetooth Headphones,Mobile App
308,2024-06-10,CUST2188,Best purchase I've made this year. Absolutely love it.,4,Mechanical Keyboard,Email
309,2024-05-02,CUST3068,Outstanding quality and great packaging. 5 stars! Would not buy again.,5,USB Hub,Email
310,2024-07-18,CUST6507,"Excellent product, works exactly as described.",5,Power Bank,Phone
311,2024-02-04,CUST6649,The helpline number is always busy. Very poor service. Overall 22% satisfied.,1,USB Hub,Email
312,2024-05-13,CUST7211,Really good product. No complaints at all.,5,Smart Watch,Phone
313,2024-06-28,CUST1100,Very slow delivery. Expected in 3 days but received in 9 days. Overall 59% satisfied.,1,Phone Case,Email
314,2024-03-15,CUST3254,Customer service did not respond to my complaint for 3 days. Overall 32% satisfied.,1,HDMI Cable,Phone
315,2024-08-08,CUST3878,Received a wrong item in my order. Very inconvenient.,1,Screen Protector,Email
316,2024-05-29,CUST2133,Cannot access my order history on the app.,2,Monitor,Mobile App
317,2024-01-01,CUST9518,Outstanding quality and great packaging. 5 stars!,4,Phone Charger,Phone
318,2024-05-01,CUST3662,Five stars for product quality and delivery speed. Would recommend.,4,Laptop Bag,Website
319,2024-10-06,CUST6546,My complaint was closed without resolution. Overall 25% satisfied.,1,Mechanical Keyboard,In-Store
320,2024-02-20,CUST2646,Overall experience was satisfactory. Could be improved.,4,Power Bank,In-Store
321,2024-09-16,CUST5345,Got exactly what I ordered. Very pleased with the experience. Would not buy again.,4,Phone Charger,Website
322,2024-10-14,CUST9281,Cannot access my order history on the app.,2,Laptop Bag,In-Store
323,2024-12-15,CUST1793,OTP is not being received on my registered number. Overall 82% satisfied.,1,USB Hub,In-Store
324,2024-06-04,CUST3697,The support agent was rude and unhelpful. Would not buy again.,1,Desk Lamp,In-Store
325,2024-08-21,CUST3184,Amazing customer service! They resolved my issue within minutes.,5,Earbuds,Email
326,2024-02-03,CUST6401,My package was delivered to a neighbor without my consent. Overall 100% satisfied.,1,Router,In-Store
327,2024-05-22,CUST2025,The app crashes every time I try to place an order. Would try again.,1,Router,Mobile App
328,2024-07-13,CUST2584,Outstanding quality and great packaging. 5 stars!,5,Phone Charger,Email
329,2024-10-25,CUST6781,Money deducted but I received no order confirmation. Would recommend.,1,Wireless Mouse,WhatsApp
330,2024-07-21,CUST5169,Product quality is far below what was advertised.,1,Smart Watch,Email
331,2024-08-28,CUST5342,Product is decent for the price.,4,Screen Protector,In-Store
332,2024-08-09,CUST4043,It's been 3 weeks and my refund still hasn't arrived.,2,Laptop Stand,Email
333,2024-08-02,CUST9818,The product quality is excellent. Very happy with my purchase.,4,Monitor,Mobile App
334,2024-11-05,CUST4450,The website is user-friendly and checkout was smooth. Overall 54% satisfied.,5,Smart Watch,In-Store
335,2024-05-27,CUST2996,Billing amount was higher than the price shown at checkout. Overall 91% satisfied.,2,Screen Protector,WhatsApp
336,2024-07-15,CUST4122,Average experience. Would try again to see if it improves. Would not buy again.,3,Laptop Stand,WhatsApp
337,2024-05-05,CUST4657,The customer service team was very polite and helpful. Overall 23% satisfied.,4,USB Hub,In-Store
338,2024-12-03,CUST4164,The app worked flawlessly. Easy to browse and order.,5,Desk Lamp,WhatsApp
339,2024-12-08,CUST5065,Very satisfied with my order. Everything was perfect.,5,Power Bank,In-Store
340,2024-03-26,CUST2354,The verification process is too complicated.,1,Keyboard,WhatsApp
341,2024-10-15,CUST1674,Very poor customer service. Will not recommend this company. Overall 97% satisfied.,1,Laptop Stand,Website
342,2024-10-16,CUST3950,Product is decent for the price.,3,Power Bank,Website
343,2024-05-19,CUST8259,Still waiting for my package after 8 days. Very frustrating.,2,Monitor,Email
344,2024-04-23,CUST9366,The website is very slow and keeps timing out. Overall 32% satisfied.,1,Mechanical Keyboard,WhatsApp
345,2024-02-22,CUST2311,Support promised a callback but never called back. Overall 57% satisfied.,2,HDMI Cable,WhatsApp
346,2024-02-01,CUST7596,The item was delivered on time and in perfect condition.,5,USB Hub,Mobile App
347,2024-08-30,CUST9698,The app is very smooth and easy to use. Love it. Overall 94% satisfied.,5,Laptop Bag,In-Store
348,2024-04-05,CUST8973,Cannot complete checkout on the app. It shows an error.,1,Router,Mobile App
349,2024-10-18,CUST6747,OTP is not being received on my registered number.,2,Router,Mobile App
350,2024-02-26,CUST5720,The customer service team gave wrong information.,1,HDMI Cable,Website
